,REF_DATE,GEO,DGUID,National Occupational Classification,Job vacancy characteristics,Statistics,VALUE,STATUS
9679543,2017-01,Ontario,2016A000235,Sales and service occupations [6],Full-time,Job vacancies,25765.0,A
9679546,2017-01,Ontario,2016A000235,Sales and service occupations [6],Part-time,Job vacancies,26950.0,A
9689219,2017-01,Ontario,2016A000235,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,21375.0,D
9689222,2017-01,Ontario,2016A000235,"Trades, transport and equipment operators and related occupations [7]",Part-time,Job vacancies,2680.0,C
9701845,2017-01,Ontario,2016A000235,"Natural resources, agriculture and related production occupations [8]",Full-time,Job vacancies,5040.0,C
9701848,2017-01,Ontario,2016A000235,"Natural resources, agriculture and related production occupations [8]",Part-time,Job vacancies,810.0,D
9706447,2017-01,Ontario,2016A000235,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,8865.0,B
9706450,2017-01,Ontario,2016A000235,Occupations in manufacturing and utilities [9],Part-time,Job vacancies,715.0,D
9717185,2017-01,Manitoba,2016A000246,Management occupations [0],Full-time,Job vacancies,500.0,C
9725681,2017-01,Manitoba,2016A000246,"Business, finance and administration occupations [1]",Full-time,Job vacancies,890.0,B
9725684,2017-01,Manitoba,2016A000246,"Business, finance and administration occupations [1]",Part-time,Job vacancies,235.0,D
9734295,2017-01,Manitoba,2016A000246,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,560.0,C
9743735,2017-01,Manitoba,2016A000246,Health occupations [3],Full-time,Job vacancies,400.0,D
9743738,2017-01,Manitoba,2016A000246,Health occupations [3],Part-time,Job vacancies,575.0,D
9749635,2017-01,Manitoba,2016A000246,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,275.0,C
9749638,2017-01,Manitoba,2016A000246,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,355.0,D
9756007,2017-01,Manitoba,2016A000246,"Occupations in art, culture, recreation and sport [5]",Full-time,Job vacancies,70.0,D
9761199,2017-01,Manitoba,2016A000246,Sales and service occupations [6],Full-time,Job vacancies,1370.0,C
9761202,2017-01,Manitoba,2016A000246,Sales and service occupations [6],Part-time,Job vacancies,1685.0,C
9770875,2017-01,Manitoba,2016A000246,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,1465.0,C
9783501,2017-01,Manitoba,2016A000246,"Natural resources, agriculture and related production occupations [8]",Full-time,Job vacancies,425.0,D
9788103,2017-01,Manitoba,2016A000246,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,330.0,C
9798841,2017-01,Saskatchewan,2016A000247,Management occupations [0],Full-time,Job vacancies,505.0,C
9807337,2017-01,Saskatchewan,2016A000247,"Business, finance and administration occupations [1]",Full-time,Job vacancies,605.0,D
9807340,2017-01,Saskatchewan,2016A000247,"Business, finance and administration occupations [1]",Part-time,Job vacancies,185.0,D
9815951,2017-01,Saskatchewan,2016A000247,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,405.0,B
9825391,2017-01,Saskatchewan,2016A000247,Health occupations [3],Full-time,Job vacancies,220.0,D
9825394,2017-01,Saskatchewan,2016A000247,Health occupations [3],Part-time,Job vacancies,245.0,C
9831291,2017-01,Saskatchewan,2016A000247,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,240.0,C
9831294,2017-01,Saskatchewan,2016A000247,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,185.0,C
9837663,2017-01,Saskatchewan,2016A000247,"Occupations in art, culture, recreation and sport [5]",Full-time,Job vacancies,110.0,D
9837666,2017-01,Saskatchewan,2016A000247,"Occupations in art, culture, recreation and sport [5]",Part-time,Job vacancies,35.0,D
9842855,2017-01,Saskatchewan,2016A000247,Sales and service occupations [6],Full-time,Job vacancies,1550.0,C
9842858,2017-01,Saskatchewan,2016A000247,Sales and service occupations [6],Part-time,Job vacancies,1485.0,B
9852531,2017-01,Saskatchewan,2016A000247,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,1180.0,C
9865157,2017-01,Saskatchewan,2016A000247,"Natural resources, agriculture and related production occupations [8]",Full-time,Job vacancies,645.0,D
9869759,2017-01,Saskatchewan,2016A000247,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,355.0,B
9880497,2017-01,Alberta,2016A000248,Management occupations [0],Full-time,Job vacancies,2080.0,B
9880500,2017-01,Alberta,2016A000248,Management occupations [0],Part-time,Job vacancies,115.0,C
9888993,2017-01,Alberta,2016A000248,"Business, finance and administration occupations [1]",Full-time,Job vacancies,3080.0,B
9888996,2017-01,Alberta,2016A000248,"Business, finance and administration occupations [1]",Part-time,Job vacancies,965.0,C
9897607,2017-01,Alberta,2016A000248,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,1765.0,B
9907047,2017-01,Alberta,2016A000248,Health occupations [3],Full-time,Job vacancies,490.0,C
9907050,2017-01,Alberta,2016A000248,Health occupations [3],Part-time,Job vacancies,630.0,D
9912947,2017-01,Alberta,2016A000248,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,1270.0,B
9912950,2017-01,Alberta,2016A000248,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,740.0,D
9919319,2017-01,Alberta,2016A000248,"Occupations in art, culture, recreation and sport [5]",Full-time,Job vacancies,410.0,C
9919322,2017-01,Alberta,2016A000248,"Occupations in art, culture, recreation and sport [5]",Part-time,Job vacancies,625.0,D
9924511,2017-01,Alberta,2016A000248,Sales and service occupations [6],Full-time,Job vacancies,9190.0,B
9924514,2017-01,Alberta,2016A000248,Sales and service occupations [6],Part-time,Job vacancies,6565.0,B
9934187,2017-01,Alberta,2016A000248,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,7810.0,B
9946813,2017-01,Alberta,2016A000248,"Natural resources, agriculture and related production occupations [8]",Full-time,Job vacancies,1825.0,C
9951415,2017-01,Alberta,2016A000248,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,1210.0,C
9962153,2017-01,British Columbia,2016A000259,Management occupations [0],Full-time,Job vacancies,3640.0,C
9970649,2017-01,British Columbia,2016A000259,"Business, finance and administration occupations [1]",Full-time,Job vacancies,5075.0,B
9970652,2017-01,British Columbia,2016A000259,"Business, finance and administration occupations [1]",Part-time,Job vacancies,1455.0,C
9979263,2017-01,British Columbia,2016A000259,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,4005.0,B
9988703,2017-01,British Columbia,2016A000259,Health occupations [3],Full-time,Job vacancies,2260.0,C
9988706,2017-01,British Columbia,2016A000259,Health occupations [3],Part-time,Job vacancies,2065.0,B
9994603,2017-01,British Columbia,2016A000259,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,1860.0,C
9994606,2017-01,British Columbia,2016A000259,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,1955.0,B
10000975,2017-01,British Columbia,2016A000259,"Occupations in art, culture, recreation and sport [5]",Full-time,Job vacancies,1235.0,D
10000978,2017-01,British Columbia,2016A000259,"Occupations in art, culture, recreation and sport [5]",Part-time,Job vacancies,475.0,D
10006167,2017-01,British Columbia,2016A000259,Sales and service occupations [6],Full-time,Job vacancies,12670.0,B
10006170,2017-01,British Columbia,2016A000259,Sales and service occupations [6],Part-time,Job vacancies,10965.0,B
10015843,2017-01,British Columbia,2016A000259,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,10895.0,B
10015846,2017-01,British Columbia,2016A000259,"Trades, transport and equipment operators and related occupations [7]",Part-time,Job vacancies,1555.0,D
10028469,2017-01,British Columbia,2016A000259,"Natural resources, agriculture and related production occupations [8]",Full-time,Job vacancies,3245.0,D
10033071,2017-01,British Columbia,2016A000259,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,1825.0,C
10043809,2017-01,Yukon,2016A000260,Management occupations [0],Full-time,Job vacancies,25.0,D
10052305,2017-01,Yukon,2016A000260,"Business, finance and administration occupations [1]",Full-time,Job vacancies,30.0,D
10087823,2017-01,Yukon,2016A000260,Sales and service occupations [6],Full-time,Job vacancies,115.0,D
10087826,2017-01,Yukon,2016A000260,Sales and service occupations [6],Part-time,Job vacancies,90.0,C
10133961,2017-01,Northwest Territories,2016A000261,"Business, finance and administration occupations [1]",Full-time,Job vacancies,45.0,D
10157915,2017-01,Northwest Territories,2016A000261,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,15.0,D
10207121,2017-01,Nunavut,2016A000262,Management occupations [0],Full-time,Job vacancies,25.0,D
10215617,2017-01,Nunavut,2016A000262,"Business, finance and administration occupations [1]",Full-time,Job vacancies,30.0,D
10251135,2017-01,Nunavut,2016A000262,Sales and service occupations [6],Full-time,Job vacancies,25.0,D
10370433,2017-04,Newfoundland and Labrador,2016A000210,Management occupations [0],Full-time,Job vacancies,165.0,C
10378929,2017-04,Newfoundland and Labrador,2016A000210,"Business, finance and administration occupations [1]",Full-time,Job vacancies,290.0,D
10378932,2017-04,Newfoundland and Labrador,2016A000210,"Business, finance and administration occupations [1]",Part-time,Job vacancies,95.0,D
10387543,2017-04,Newfoundland and Labrador,2016A000210,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,295.0,D
10396983,2017-04,Newfoundland and Labrador,2016A000210,Health occupations [3],Full-time,Job vacancies,140.0,D
10396986,2017-04,Newfoundland and Labrador,2016A000210,Health occupations [3],Part-time,Job vacancies,455.0,B
10402883,2017-04,Newfoundland and Labrador,2016A000210,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,175.0,D
10414447,2017-04,Newfoundland and Labrador,2016A000210,Sales and service occupations [6],Full-time,Job vacancies,695.0,C
10414450,2017-04,Newfoundland and Labrador,2016A000210,Sales and service occupations [6],Part-time,Job vacancies,780.0,C
10424123,2017-04,Newfoundland and Labrador,2016A000210,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,410.0,D
10436749,2017-04,Newfoundland and Labrador,2016A000210,"Natural resources, agriculture and related production occupations [8]",Full-time,Job vacancies,110.0,D
10484539,2017-04,Prince Edward Island,2016A000211,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,15.0,D
10484542,2017-04,Prince Edward Island,2016A000211,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,60.0,C
10496106,2017-04,Prince Edward Island,2016A000211,Sales and service occupations [6],Part-time,Job vacancies,255.0,D
10523007,2017-04,Prince Edward Island,2016A000211,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,380.0,D
10533745,2017-04,Nova Scotia,2016A000212,Management occupations [0],Full-time,Job vacancies,380.0,D
10542241,2017-04,Nova Scotia,2016A000212,"Business, finance and administration occupations [1]",Full-time,Job vacancies,745.0,B
10542244,2017-04,Nova Scotia,2016A000212,"Business, finance and administration occupations [1]",Part-time,Job vacancies,145.0,C
10550855,2017-04,Nova Scotia,2016A000212,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,310.0,C
10560295,2017-04,Nova Scotia,2016A000212,Health occupations [3],Full-time,Job vacancies,375.0,B
10560298,2017-04,Nova Scotia,2016A000212,Health occupations [3],Part-time,Job vacancies,440.0,C
10566195,2017-04,Nova Scotia,2016A000212,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,450.0,C
10566198,2017-04,Nova Scotia,2016A000212,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,405.0,B
10577759,2017-04,Nova Scotia,2016A000212,Sales and service occupations [6],Full-time,Job vacancies,2075.0,B
10577762,2017-04,Nova Scotia,2016A000212,Sales and service occupations [6],Part-time,Job vacancies,2105.0,B
10587435,2017-04,Nova Scotia,2016A000212,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,1050.0,C
10600061,2017-04,Nova Scotia,2016A000212,"Natural resources, agriculture and related production occupations [8]",Full-time,Job vacancies,385.0,D
10604663,2017-04,Nova Scotia,2016A000212,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,230.0,C
10615401,2017-04,New Brunswick,2016A000213,Management occupations [0],Full-time,Job vacancies,225.0,C
10615404,2017-04,New Brunswick,2016A000213,Management occupations [0],Part-time,Job vacancies,10.0,D
10623897,2017-04,New Brunswick,2016A000213,"Business, finance and administration occupations [1]",Full-time,Job vacancies,400.0,C
10623900,2017-04,New Brunswick,2016A000213,"Business, finance and administration occupations [1]",Part-time,Job vacancies,220.0,D
10632511,2017-04,New Brunswick,2016A000213,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,325.0,C
10641951,2017-04,New Brunswick,2016A000213,Health occupations [3],Full-time,Job vacancies,320.0,D
10641954,2017-04,New Brunswick,2016A000213,Health occupations [3],Part-time,Job vacancies,285.0,D
10647851,2017-04,New Brunswick,2016A000213,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,310.0,D
